phase_gamme_id,gamme_id,numero_phase,designation,machine_id,outil_id,programme_id,temps_usinage_prevu,temps_reglage_prevu,exigence_technique
1032,228,2,Phase 2 - Tournage,7,78,49,38,8,Cylindricité 0.02mm
1033,228,3,Phase 3 - Tournage,1,60,110,29,11,Concentricité 0.01mm
1034,228,4,Phase 4 - Tournage,10,121,53,53,7,Cylindricité 0.02mm
1035,228,5,Phase 5 - Contrôle qualité,5,83,81,11,8,
1036,229,1,Phase 1 - Réglement / Montage,5,41,167,10,20,
1037,229,2,Phase 2 - Perçage,8,59,135,20,6,Alésage H7
1038,229,3,Phase 3 - Tournage,5,91,382,30,10,Concentricité 0.01mm
1039,229,4,Phase 4 - Fraisage,9,107,3,35,3,Profondeur ±0.05mm
1040,229,5,Phase 5 - Ébavurage,5,117,393,7,1,
1041,230,1,Phase 1 - Débit / Tronçonnage,10,76,192,3,4,
1042,230,2,Phase 2 - Perçage,8,143,287,11,5,Taraudage M6
1043,230,3,Phase 3 - Perçage,3,20,125,10,7,Taraudage M6
1044,230,4,Phase 4 - Rectification,6,121,24,29,9,
1045,230,5,Phase 5 - Ébavurage,6,97,31,4,1,
1046,231,1,Phase 1 - Débit / Tronçonnage,11,95,225,7,2,
1047,231,2,Phase 2 - Tournage,1,84,397,56,9,Cylindricité 0.02mm
1048,231,3,Phase 3 - Perçage,8,147,103,22,3,Taraudage M6
1049,231,4,Phase 4 - Tournage,10,140,391,52,7,Concentricité 0.01mm
1050,231,5,Phase 5 - Contrôle qualité,5,18,359,15,8,Contrôle dimensionnel
1051,232,1,Phase 1 - Réglement / Montage,8,55,95,7,19,Parallélisme 0.01mm
1052,232,2,Phase 2 - Fraisage,9,51,347,26,7,Surface Ra 3.2µm
1053,232,3,Phase 3 - Ébavurage,9,106,219,9,4,Pas d'arêtes vives
1054,233,1,Phase 1 - Réglement / Montage,1,132,192,2,18,Centrage ±0.02mm
1055,233,2,Phase 2 - Rectification,3,138,252,17,8,Surface Ra 0.8µm
1056,233,3,Phase 3 - Perçage,3,143,400,8,10,Perpendicularité 0.05mm
1057,233,4,Phase 4 - Perçage,3,147,240,24,5,Diamètre ±0.02mm
1058,233,5,Phase 5 - Contrôle qualité,4,71,239,19,7,Mesure 3 points
1059,234,1,Phase 1 - Réglement / Montage,2,47,332,7,19,
1060,234,2,Phase 2 - Rectification,4,148,151,8,9,Surface Ra 0.8µm
1061,234,3,Phase 3 - Ébavurage,3,110,78,7,2,
1062,235,1,Phase 1 - Réglement / Montage,3,137,235,5,16,Parallélisme 0.01mm
1063,235,2,Phase 2 - Tournage,2,53,158,21,4,Surface Ra 1.6µm
1064,235,3,Phase 3 - Fraisage,6,33,277,32,4,Planéité 0.02mm
1065,235,4,Phase 4 - Perçage,4,54,104,14,4,Taraudage M6
1066,235,5,Phase 5 - Contrôle qualité,7,56,396,16,2,Mesure 3 points
1067,236,1,Phase 1 - Réglement / Montage,8,32,193,2,19,Parallélisme 0.01mm
1068,236,2,Phase 2 - Fraisage,9,113,205,22,6,Profondeur ±0.05mm
1069,236,3,Phase 3 - Fraisage,6,24,90,42,12,Surface Ra 3.2µm
1070,236,4,Phase 4 - Ébavurage,7,31,251,12,3,
1071,237,1,Phase 1 - Réglement / Montage,4,49,108,3,16,
1072,237,2,Phase 2 - Tournage,1,117,9,10,9,Diamètre ±0.01mm
1073,237,3,Phase 3 - Fraisage,6,91,185,29,4,Profondeur ±0.05mm
1074,237,4,Phase 4 - Rectification,9,77,118,30,4,
1075,237,5,Phase 5 - Contrôle qualité,1,71,374,15,2,Mesure 3 points
1076,238,1,Phase 1 - Réglement / Montage,5,145,5,4,9,Parallélisme 0.01mm
1077,238,2,Phase 2 - Perçage,3,16,306,11,6,Alésage H7
1078,238,3,Phase 3 - Fraisage,6,108,89,21,11,Parallélisme 0.03mm
1079,238,4,Phase 4 - Perçage,4,94,57,10,2,Taraudage M6
1080,238,5,Phase 5 - Ébavurage,4,96,136,12,3,Pas d'arêtes vives
1081,239,1,Phase 1 - Réglement / Montage,3,8,241,2,9,
1082,239,2,Phase 2 - Tournage,7,135,87,20,4,Surface Ra 1.6µm
1083,239,3,Phase 3 - Fraisage,6,24,215,14,4,Profondeur ±0.05mm
1084,239,4,Phase 4 - Fraisage,9,138,226,18,12,Surface Ra 3.2µm
1085,239,5,Phase 5 - Ébavurage,8,66,66,8,5,Rayon R0.2 max
1086,240,1,Phase 1 - Réglement / Montage,9,25,245,9,11,Parallélisme 0.01mm
1087,240,2,Phase 2 - Tournage,2,37,116,52,4,Surface Ra 1.6µm
1088,240,3,Phase 3 - Perçage,8,27,128,12,6,Perpendicularité 0.05mm
1089,240,4,Phase 4 - Contrôle qualité,10,85,364,19,7,Contrôle dimensionnel
1090,241,1,Phase 1 - Réglement / Montage,5,84,217,7,9,Centrage ±0.02mm
1091,241,2,Phase 2 - Perçage,11,13,102,10,2,Perpendicularité 0.05mm
1092,241,3,Phase 3 - Fraisage,6,42,204,30,3,Profondeur ±0.05mm
1093,241,4,Phase 4 - Fraisage,9,49,322,46,9,Profondeur ±0.05mm
1094,241,5,Phase 5 - Contrôle qualité,8,68,280,19,2,Contrôle dimensionnel
1095,242,1,Phase 1 - Réglement / Montage,11,87,173,4,13,Perpendicularité 0.02mm
1096,242,2,Phase 2 - Perçage,11,141,234,8,7,Alésage H7
1097,242,3,Phase 3 - Ébavurage,3,110,329,3,5,Pas d'arêtes vives
1098,243,1,Phase 1 - Débit / Tronçonnage,8,29,62,11,7,Planarite 0.3mm
1099,243,2,Phase 2 - Tournage,5,79,232,37,11,Surface Ra 1.6µm
1100,243,3,Phase 3 - Contrôle qualité,11,47,204,11,3,Mesure 3 points
1101,244,1,Phase 1 - Réglement / Montage,7,91,270,4,6,Perpendicularité 0.02mm
1102,244,2,Phase 2 - Fraisage,6,96,82,16,13,Parallélisme 0.03mm
1103,244,3,Phase 3 - Fraisage,6,39,277,49,9,Parallélisme 0.03mm
1104,244,4,Phase 4 - Tournage,7,76,200,43,9,Diamètre ±0.01mm
1105,244,5,Phase 5 - Ébavurage,5,77,1,4,3,
1106,245,1,Phase 1 - Réglement / Montage,10,54,376,3,6,
1107,245,2,Phase 2 - Tournage,7,42,392,25,9,Cylindricité 0.02mm
1108,245,3,Phase 3 - Fraisage,9,50,128,32,4,Parallélisme 0.03mm
1109,245,4,Phase 4 - Rectification,10,36,206,11,5,Cylindricité 0.005mm
1110,245,5,Phase 5 - Ébavurage,9,71,390,8,1,
1111,246,1,Phase 1 - Débit / Tronçonnage,10,135,53,15,7,
1112,246,2,Phase 2 - Tournage,7,77,64,44,14,Diamètre ±0.01mm
1113,246,3,Phase 3 - Tournage,5,70,21,34,7,Surface Ra 1.6µm
1114,246,4,Phase 4 - Fraisage,9,150,87,41,15,Planéité 0.02mm
1115,246,5,Phase 5 - Ébavurage,2,23,375,12,5,Rayon R0.2 max
1116,247,1,Phase 1 - Débit / Tronçonnage,8,111,216,3,7,Cote brute ±0.5mm
1117,247,2,Phase 2 - Perçage,8,71,129,25,10,Alésage H7
1118,247,3,Phase 3 - Fraisage,9,92,43,10,4,Profondeur ±0.05mm
1119,247,4,Phase 4 - Ébavurage,8,57,303,9,3,Pas d'arêtes vives
1120,248,1,Phase 1 - Réglement / Montage,8,144,311,8,17,Centrage ±0.02mm
1121,248,2,Phase 2 - Fraisage,6,148,49,17,15,Parallélisme 0.03mm
1122,248,3,Phase 3 - Fraisage,9,101,368,12,8,Profondeur ±0.05mm
1123,248,4,Phase 4 - Perçage,3,103,322,18,2,Perpendicularité 0.05mm
1124,248,5,Phase 5 - Fraisage,6,85,51,28,9,Surface Ra 3.2µm
1125,248,6,Phase 6 - Contrôle qualité,10,92,350,16,4,Mesure 3 points
1126,249,1,Phase 1 - Débit / Tronçonnage,1,84,235,14,7,Planarite 0.3mm
1127,249,2,Phase 2 - Perçage,4,54,286,22,7,Taraudage M6
1128,249,3,Phase 3 - Perçage,4,128,46,15,7,Perpendicularité 0.05mm
1129,249,4,Phase 4 - Tournage,5,26,370,15,13,Diamètre ±0.01mm
1130,249,5,Phase 5 - Tournage,7,48,388,34,6,Concentricité 0.01mm
1131,249,6,Phase 6 - Contrôle qualité,8,90,173,19,4,Mesure 3 points
1132,250,1,Phase 1 - Réglement / Montage,3,5,58,5,14,Perpendicularité 0.02mm
1133,250,2,Phase 2 - Perçage,4,102,317,7,5,Diamètre ±0.02mm
1134,250,3,Phase 3 - Ébavurage,6,104,135,5,3,
1135,251,1,Phase 1 - Débit / Tronçonnage,5,99,54,14,8,Planarite 0.3mm
1136,251,2,Phase 2 - Fraisage,6,83,116,38,3,Parallélisme 0.03mm
1137,251,3,Phase 3 - Contrôle qualité,9,71,14,20,3,Mesure 3 points
1138,252,1,Phase 1 - Débit / Tronçonnage,7,113,332,15,3,Longueur ±1mm
1139,252,2,Phase 2 - Tournage,2,6,314,40,10,Diamètre ±0.01mm
1140,252,3,Phase 3 - Fraisage,6,106,96,43,12,Profondeur ±0.05mm
1141,252,4,Phase 4 - Fraisage,9,67,362,33,15,Planéité 0.02mm
1142,252,5,Phase 5 - Ébavurage,3,61,164,11,3,Pas d'arêtes vives
1143,253,1,Phase 1 - Réglement / Montage,5,83,360,5,9,Centrage ±0.02mm
1144,253,2,Phase 2 - Rectification,11,122,275,18,4,Cylindricité 0.005mm
1145,253,3,Phase 3 - Perçage,4,120,138,23,2,Taraudage M6
1146,253,4,Phase 4 - Contrôle qualité,8,112,34,10,2,
1147,254,1,Phase 1 - Réglement / Montage,1,89,245,4,7,Perpendicularité 0.02mm
1148,254,2,Phase 2 - Tournage,5,146,130,56,3,Diamètre ±0.01mm
1149,254,3,Phase 3 - Fraisage,6,102,111,38,7,Planéité 0.02mm
1150,254,4,Phase 4 - Tournage,10,131,209,19,15,Concentricité 0.01mm
1151,254,5,Phase 5 - Perçage,3,92,301,8,3,Diamètre ±0.02mm
1152,254,6,Phase 6 - Contrôle qualité,5,50,128,10,8,Mesure 3 points
1153,255,1,Phase 1 - Débit / Tronçonnage,8,31,170,4,2,
1154,255,2,Phase 2 - Fraisage,9,105,196,40,5,Planéité 0.02mm
1155,255,3,Phase 3 - Tournage,5,91,91,55,9,Concentricité 0.01mm
1156,255,4,Phase 4 - Ébavurage,5,67,206,6,2,Rayon R0.2 max
1157,256,1,Phase 1 - Réglement / Montage,9,21,174,9,8,Perpendicularité 0.02mm
1158,256,2,Phase 2 - Tournage,10,16,286,13,13,Concentricité 0.01mm
1159,256,3,Phase 3 - Tournage,1,136,7,10,8,Diamètre ±0.01mm
1160,256,4,Phase 4 - Tournage,10,145,192,14,5,Cylindricité 0.02mm
1161,256,5,Phase 5 - Fraisage,9,47,275,23,8,Surface Ra 3.2µm
1162,256,6,Phase 6 - Perçage,4,96,294,10,9,Perpendicularité 0.05mm
1163,256,7,Phase 7 - Contrôle qualité,8,8,319,6,6,PDT 100%
1164,257,1,Phase 1 - Réglement / Montage,10,75,56,7,10,Parallélisme 0.01mm
1165,257,2,Phase 2 - Rectification,8,50,309,12,8,
1166,257,3,Phase 3 - Rectification,11,100,230,11,4,Parallélisme 0.01mm
1167,257,4,Phase 4 - Tournage,2,62,252,22,15,Diamètre ±0.01mm
1168,257,5,Phase 5 - Ébavurage,1,123,338,12,1,
1169,258,1,Phase 1 - Débit / Tronçonnage,3,135,289,12,7,
1170,258,2,Phase 2 - Perçage,4,73,165,9,9,Perpendicularité 0.05mm
1171,258,3,Phase 3 - Tournage,7,104,223,34,4,Diamètre ±0.01mm
1172,258,4,Phase 4 - Tournage,1,83,288,40,12,Diamètre ±0.01mm
1173,258,5,Phase 5 - Ébavurage,10,15,271,3,2,Pas d'arêtes vives
1174,259,1,Phase 1 - Débit / Tronçonnage,12,147,278,5,7,Planarite 0.3mm
1175,259,2,Phase 2 - Perçage,3,13,156,17,5,Alésage H7
1176,259,3,Phase 3 - Rectification,1,112,379,24,5,Parallélisme 0.01mm
1177,259,4,Phase 4 - Perçage,3,55,51,19,4,Perpendicularité 0.05mm
1178,259,5,Phase 5 - Contrôle qualité,2,53,254,11,6,PDT 100%
1179,260,1,Phase 1 - Débit / Tronçonnage,4,53,353,4,4,Cote brute ±0.5mm
1180,260,2,Phase 2 - Rectification,9,85,91,20,6,Parallélisme 0.01mm
1181,260,3,Phase 3 - Rectification,4,12,80,12,6,Parallélisme 0.01mm
1182,260,4,Phase 4 - Perçage,11,147,364,25,6,Perpendicularité 0.05mm
1183,260,5,Phase 5 - Rectification,9,70,210,30,3,
1184,260,6,Phase 6 - Contrôle qualité,4,72,98,20,4,PDT 100%
1185,261,1,Phase 1 - Réglement / Montage,4,11,357,9,9,Parallélisme 0.01mm
1186,261,2,Phase 2 - Tournage,1,30,82,60,10,Surface Ra 1.6µm
1187,261,3,Phase 3 - Tournage,5,43,379,26,13,Diamètre ±0.01mm
1188,261,4,Phase 4 - Ébavurage,10,73,292,7,1,Pas d'arêtes vives
1189,262,1,Phase 1 - Débit / Tronçonnage,7,23,285,10,3,Longueur ±1mm
1190,262,2,Phase 2 - Fraisage,6,121,246,16,4,Parallélisme 0.03mm
1191,262,3,Phase 3 - Tournage,7,48,43,58,14,Surface Ra 1.6µm
1192,262,4,Phase 4 - Tournage,10,95,225,57,5,Diamètre ±0.01mm
1193,262,5,Phase 5 - Fraisage,6,129,393,22,15,Parallélisme 0.03mm
1194,262,6,Phase 6 - Perçage,3,146,8,9,7,Alésage H7
1195,262,7,Phase 7 - Contrôle qualité,3,119,103,6,5,
1196,263,1,Phase 1 - Débit / Tronçonnage,10,130,33,6,3,Longueur ±1mm
1197,263,2,Phase 2 - Fraisage,9,7,226,14,6,Planéité 0.02mm
1198,263,3,Phase 3 - Contrôle qualité,5,141,163,6,2,PDT 100%
1199,264,1,Phase 1 - Débit / Tronçonnage,11,5,317,14,3,Planarite 0.3mm
1200,264,2,Phase 2 - Fraisage,6,27,351,24,3,Profondeur ±0.05mm
1201,264,3,Phase 3 - Ébavurage,1,100,394,12,1,Pas d'arêtes vives
1202,265,1,Phase 1 - Réglement / Montage,1,145,280,3,5,
1203,265,2,Phase 2 - Rectification,9,99,145,29,9,
1204,265,3,Phase 3 - Rectification,7,126,314,16,8,
1205,265,4,Phase 4 - Fraisage,6,117,275,33,6,Parallélisme 0.03mm
1206,265,5,Phase 5 - Ébavurage,5,100,132,5,3,
1207,266,1,Phase 1 - Débit / Tronçonnage,10,37,22,10,5,Longueur ±1mm
1208,266,2,Phase 2 - Rectification,5,91,107,20,9,
1209,266,3,Phase 3 - Fraisage,9,114,199,39,8,Planéité 0.02mm
1210,266,4,Phase 4 - Ébavurage,4,35,371,11,2,Pas d'arêtes vives
1211,267,1,Phase 1 - Débit / Tronçonnage,7,146,100,14,7,Planarite 0.3mm
1212,267,2,Phase 2 - Rectification,11,105,192,28,7,Cylindricité 0.005mm
1213,267,3,Phase 3 - Fraisage,9,28,278,38,7,Profondeur ±0.05mm
1214,267,4,Phase 4 - Ébavurage,7,87,283,5,4,
1215,268,1,Phase 1 - Débit / Tronçonnage,8,7,356,6,5,Longueur ±1mm
1216,268,2,Phase 2 - Tournage,10,40,329,35,12,Cylindricité 0.02mm
1217,268,3,Phase 3 - Tournage,5,120,126,57,5,Diamètre ±0.01mm
1218,268,4,Phase 4 - Tournage,10,136,377,50,3,Surface Ra 1.6µm
1219,268,5,Phase 5 - Contrôle qualité,2,6,5,6,4,PDT 100%
1220,269,1,Phase 1 - Débit / Tronçonnage,3,52,381,5,3,Planarite 0.3mm
1221,269,2,Phase 2 - Perçage,8,81,299,19,9,Alésage H7
1222,269,3,Phase 3 - Perçage,8,78,52,22,4,Perpendicularité 0.05mm
1223,269,4,Phase 4 - Tournage,1,137,317,36,5,Diamètre ±0.01mm
1224,269,5,Phase 5 - Contrôle qualité,10,64,59,9,5,PDT 100%
1225,270,1,Phase 1 - Réglement / Montage,5,98,243,8,20,Parallélisme 0.01mm
1226,270,2,Phase 2 - Perçage,8,113,300,23,4,Taraudage M6
1227,270,3,Phase 3 - Rectification,8,146,177,18,4,Parallélisme 0.01mm
1228,270,4,Phase 4 - Tournage,2,77,347,35,5,Surface Ra 1.6µm
1229,270,5,Phase 5 - Rectification,9,51,325,18,7,Surface Ra 0.8µm
1230,270,6,Phase 6 - Ébavurage,8,5,319,12,4,Pas d'arêtes vives
1231,271,1,Phase 1 - Débit / Tronçonnage,10,50,263,7,6,Cote brute ±0.5mm
1232,271,2,Phase 2 - Fraisage,6,14,333,25,14,Planéité 0.02mm
1233,271,3,Phase 3 - Ébavurage,4,87,21,7,4,
1234,272,1,Phase 1 - Débit / Tronçonnage,11,9,67,12,2,Cote brute ±0.5mm
1235,272,2,Phase 2 - Tournage,2,121,195,34,3,Concentricité 0.01mm
1236,272,3,Phase 3 - Perçage,8,94,263,18,8,Alésage H7
1237,272,4,Phase 4 - Tournage,5,67,283,22,10,Concentricité 0.01mm
1238,272,5,Phase 5 - Tournage,7,22,342,30,11,Surface Ra 1.6µm
1239,272,6,Phase 6 - Ébavurage,5,28,125,4,2,Rayon R0.2 max
1240,273,1,Phase 1 - Débit / Tronçonnage,12,61,399,4,8,Cote brute ±0.5mm
1241,273,2,Phase 2 - Tournage,1,88,317,14,5,Diamètre ±0.01mm
1242,273,3,Phase 3 - Fraisage,9,28,314,17,3,Parallélisme 0.03mm
1243,273,4,Phase 4 - Ébavurage,2,48,47,4,1,Rayon R0.2 max
1244,274,1,Phase 1 - Réglement / Montage,7,54,26,3,17,Perpendicularité 0.02mm
1245,274,2,Phase 2 - Fraisage,6,122,102,41,12,Parallélisme 0.03mm
1246,274,3,Phase 3 - Fraisage,6,114,95,42,3,Surface Ra 3.2µm
1247,274,4,Phase 4 - Tournage,2,68,74,44,12,Cylindricité 0.02mm
1248,274,5,Phase 5 - Contrôle qualité,2,49,96,15,8,Mesure 3 points
1249,275,1,Phase 1 - Débit / Tronçonnage,12,76,308,9,6,Planarite 0.3mm
1250,275,2,Phase 2 - Tournage,5,89,377,25,11,Surface Ra 1.6µm
1251,275,3,Phase 3 - Contrôle qualité,9,65,145,10,2,PDT 100%
1252,276,1,Phase 1 - Débit / Tronçonnage,3,16,318,15,8,
1253,276,2,Phase 2 - Tournage,7,4,382,53,4,Concentricité 0.01mm
1254,276,3,Phase 3 - Contrôle qualité,3,17,292,13,7,Contrôle dimensionnel
1255,277,1,Phase 1 - Débit / Tronçonnage,8,95,256,7,8,
1256,277,2,Phase 2 - Tournage,2,59,301,20,3,Concentricité 0.01mm
1257,277,3,Phase 3 - Fraisage,9,84,207,39,10,Profondeur ±0.05mm
1258,277,4,Phase 4 - Tournage,7,108,13,18,15,Concentricité 0.01mm
1259,277,5,Phase 5 - Fraisage,6,103,188,10,9,Parallélisme 0.03mm
1260,277,6,Phase 6 - Tournage,2,56,49,11,9,Diamètre ±0.01mm
1261,277,7,Phase 7 - Ébavurage,3,51,12,10,4,Pas d'arêtes vives
1262,278,1,Phase 1 - Débit / Tronçonnage,11,72,117,6,5,
1263,278,2,Phase 2 - Fraisage,6,125,341,13,8,Surface Ra 3.2µm
1264,278,3,Phase 3 - Tournage,5,123,312,28,5,Cylindricité 0.02mm
1265,278,4,Phase 4 - Fraisage,9,56,214,41,3,Planéité 0.02mm
1266,278,5,Phase 5 - Contrôle qualité,3,80,351,18,6,PDT 100%
1267,279,1,Phase 1 - Réglement / Montage,11,73,175,7,9,Perpendicularité 0.02mm
1268,279,2,Phase 2 - Fraisage,9,17,10,38,8,Profondeur ±0.05mm
1269,279,3,Phase 3 - Tournage,5,60,161,50,10,Concentricité 0.01mm
1270,279,4,Phase 4 - Contrôle qualité,6,85,358,11,3,Contrôle dimensionnel
1271,280,1,Phase 1 - Réglement / Montage,6,59,363,5,12,
1272,280,2,Phase 2 - Fraisage,6,81,262,16,9,Parallélisme 0.03mm
1273,280,3,Phase 3 - Contrôle qualité,2,136,252,19,6,Contrôle dimensionnel
1274,281,1,Phase 1 - Débit / Tronçonnage,4,50,395,7,7,Longueur ±1mm
1275,281,2,Phase 2 - Fraisage,6,122,127,24,13,Surface Ra 3.2µm
1276,281,3,Phase 3 - Tournage,10,124,288,19,15,Concentricité 0.01mm
1277,281,4,Phase 4 - Rectification,8,81,310,25,6,Cylindricité 0.005mm
1278,281,5,Phase 5 - Contrôle qualité,6,31,152,6,7,Mesure 3 points
1279,282,1,Phase 1 - Réglement / Montage,11,73,128,8,18,Centrage ±0.02mm
1280,282,2,Phase 2 - Tournage,2,37,152,11,3,Diamètre ±0.01mm
1281,282,3,Phase 3 - Tournage,7,38,229,50,9,Cylindricité 0.02mm
1282,282,4,Phase 4 - Contrôle qualité,3,28,141,19,4,Mesure 3 points
1283,283,1,Phase 1 - Réglement / Montage,8,73,84,4,15,Centrage ±0.02mm
1284,283,2,Phase 2 - Tournage,5,142,245,33,5,Concentricité 0.01mm
1285,283,3,Phase 3 - Perçage,11,141,14,25,8,Alésage H7
1286,283,4,Phase 4 - Ébavurage,3,9,330,7,3,
1287,284,1,Phase 1 - Réglement / Montage,1,131,29,4,20,Centrage ±0.02mm
1288,284,2,Phase 2 - Rectification,5,39,53,24,5,Cylindricité 0.005mm
1289,284,3,Phase 3 - Tournage,5,92,174,15,9,Concentricité 0.01mm
1290,284,4,Phase 4 - Contrôle qualité,8,103,280,6,6,
1291,285,1,Phase 1 - Réglement / Montage,4,40,281,3,11,
1292,285,2,Phase 2 - Tournage,5,59,123,13,13,Surface Ra 1.6µm
1293,285,3,Phase 3 - Tournage,2,123,22,12,6,Cylindricité 0.02mm
1294,285,4,Phase 4 - Contrôle qualité,5,129,164,15,5,
1295,286,1,Phase 1 - Débit / Tronçonnage,10,127,13,13,7,
1296,286,2,Phase 2 - Fraisage,6,52,302,12,6,Parallélisme 0.03mm
1297,286,3,Phase 3 - Fraisage,6,90,360,15,12,Planéité 0.02mm
1298,286,4,Phase 4 - Fraisage,6,102,109,19,11,Surface Ra 3.2µm
1299,286,5,Phase 5 - Contrôle qualité,6,73,137,16,6,
1300,287,1,Phase 1 - Débit / Tronçonnage,7,66,172,6,4,Planarite 0.3mm
1301,287,2,Phase 2 - Fraisage,9,116,15,38,12,Profondeur ±0.05mm
1302,287,3,Phase 3 - Tournage,1,11,199,16,14,Cylindricité 0.02mm
1303,287,4,Phase 4 - Tournage,10,77,354,53,6,Concentricité 0.01mm
1304,287,5,Phase 5 - Fraisage,6,59,291,26,6,Surface Ra 3.2µm
1305,287,6,Phase 6 - Tournage,2,47,171,23,10,Diamètre ±0.01mm
1306,287,7,Phase 7 - Contrôle qualité,8,101,309,10,5,
1307,288,1,Phase 1 - Réglement / Montage,10,64,40,3,5,Centrage ±0.02mm
1308,288,2,Phase 2 - Fraisage,6,71,1,29,10,Profondeur ±0.05mm
1309,288,3,Phase 3 - Contrôle qualité,5,25,28,16,3,Mesure 3 points
1310,289,1,Phase 1 - Réglement / Montage,3,20,144,8,5,Perpendicularité 0.02mm
1311,289,2,Phase 2 - Perçage,3,78,73,13,9,Perpendicularité 0.05mm
1312,289,3,Phase 3 - Ébavurage,9,8,244,5,1,Pas d'arêtes vives
1313,290,1,Phase 1 - Débit / Tronçonnage,7,117,297,14,6,Planarite 0.3mm
1314,290,2,Phase 2 - Tournage,10,123,33,56,14,Cylindricité 0.02mm
1315,290,3,Phase 3 - Tournage,7,97,16,12,10,Diamètre ±0.01mm
1316,290,4,Phase 4 - Contrôle qualité,4,45,7,6,7,PDT 100%
1317,291,1,Phase 1 - Réglement / Montage,10,73,369,9,11,Perpendicularité 0.02mm
1318,291,2,Phase 2 - Tournage,5,49,121,54,10,Surface Ra 1.6µm
1319,291,3,Phase 3 - Contrôle qualité,1,145,223,20,8,Mesure 3 points
1320,292,1,Phase 1 - Réglement / Montage,1,74,187,3,16,
1321,292,2,Phase 2 - Perçage,4,96,338,16,10,Perpendicularité 0.05mm
1322,292,3,Phase 3 - Ébavurage,9,89,209,5,5,Rayon R0.2 max
1323,293,1,Phase 1 - Débit / Tronçonnage,3,75,76,13,8,
1324,293,2,Phase 2 - Perçage,11,93,222,7,6,Perpendicularité 0.05mm
1325,293,3,Phase 3 - Tournage,5,120,231,58,11,Cylindricité 0.02mm
1326,293,4,Phase 4 - Contrôle qualité,3,130,321,9,6,Contrôle dimensionnel
1327,294,1,Phase 1 - Réglement / Montage,5,147,72,5,17,Centrage ±0.02mm
1328,294,2,Phase 2 - Perçage,3,129,279,6,10,Diamètre ±0.02mm
1329,294,3,Phase 3 - Fraisage,9,141,341,20,14,Parallélisme 0.03mm
1330,294,4,Phase 4 - Perçage,8,126,60,15,7,Taraudage M6
1331,294,5,Phase 5 - Contrôle qualité,4,57,296,16,7,
1332,295,1,Phase 1 - Réglement / Montage,2,58,328,9,9,Parallélisme 0.01mm
1333,295,2,Phase 2 - Perçage,3,127,74,7,6,Perpendicularité 0.05mm
1334,295,3,Phase 3 - Contrôle qualité,10,54,278,8,8,Mesure 3 points
1335,296,1,Phase 1 - Débit / Tronçonnage,1,76,62,6,3,Cote brute ±0.5mm
1336,296,2,Phase 2 - Tournage,7,31,217,32,13,Diamètre ±0.01mm
1337,296,3,Phase 3 - Tournage,10,77,176,34,8,Cylindricité 0.02mm
1338,296,4,Phase 4 - Tournage,10,123,326,49,12,Surface Ra 1.6µm
1339,296,5,Phase 5 - Contrôle qualité,1,128,164,16,2,Contrôle dimensionnel
1340,297,1,Phase 1 - Réglement / Montage,4,138,395,3,18,Perpendicularité 0.02mm
1341,297,2,Phase 2 - Rectification,9,126,14,20,3,
1342,297,3,Phase 3 - Contrôle qualité,2,122,130,7,2,Mesure 3 points
1343,298,1,Phase 1 - Réglement / Montage,9,25,233,8,15,Parallélisme 0.01mm
1344,298,2,Phase 2 - Fraisage,9,9,166,29,11,Profondeur ±0.05mm
1345,298,3,Phase 3 - Tournage,7,25,6,53,5,Surface Ra 1.6µm
1346,298,4,Phase 4 - Rectification,8,18,258,13,10,Parallélisme 0.01mm
1347,298,5,Phase 5 - Perçage,11,138,335,6,6,Diamètre ±0.02mm
1348,298,6,Phase 6 - Contrôle qualité,8,45,232,14,8,Mesure 3 points
1349,299,1,Phase 1 - Débit / Tronçonnage,12,85,219,4,7,Longueur ±1mm
1350,299,2,Phase 2 - Rectification,2,51,247,23,6,Surface Ra 0.8µm
1351,299,3,Phase 3 - Fraisage,6,97,23,29,5,Parallélisme 0.03mm
1352,299,4,Phase 4 - Ébavurage,9,150,253,6,4,
1353,300,1,Phase 1 - Réglement / Montage,2,26,85,4,9,Centrage ±0.02mm
1354,300,2,Phase 2 - Fraisage,9,111,11,43,14,Planéité 0.02mm
1355,300,3,Phase 3 - Fraisage,6,108,243,12,7,Profondeur ±0.05mm
1356,300,4,Phase 4 - Fraisage,9,18,34,15,7,Planéité 0.02mm
1357,300,5,Phase 5 - Fraisage,6,36,62,11,5,Surface Ra 3.2µm
1358,300,6,Phase 6 - Contrôle qualité,9,51,229,16,6,Contrôle dimensionnel
1359,301,1,Phase 1 - Débit / Tronçonnage,5,150,212,4,6,Cote brute ±0.5mm
1360,301,2,Phase 2 - Tournage,2,77,69,57,14,Diamètre ±0.01mm
1361,301,3,Phase 3 - Ébavurage,1,131,7,4,5,
1362,302,1,Phase 1 - Débit / Tronçonnage,11,3,156,15,3,Planarite 0.3mm
1363,302,2,Phase 2 - Rectification,8,55,97,29,10,
1364,302,3,Phase 3 - Fraisage,6,45,199,45,13,Surface Ra 3.2µm
1365,302,4,Phase 4 - Tournage,2,131,75,58,4,Diamètre ±0.01mm
1366,302,5,Phase 5 - Contrôle qualité,2,145,85,12,7,
1367,303,1,Phase 1 - Réglement / Montage,3,58,135,8,6,
1368,303,2,Phase 2 - Tournage,5,102,15,22,13,Concentricité 0.01mm
