execution_outil_id,execution_id,outil_id,usure_debut,usure_fin,duree_utilisation
21333,21333,150,365,371,50
21334,21334,134,233,235,18
21335,21335,21,206,206,10
21336,21336,119,273,274,8
21337,21337,84,355,356,12
21338,21338,21,206,207,13
21339,21339,9,225,225,1
21340,21340,147,304,308,55
21341,21341,9,225,227,39
21342,21342,114,385,385,12
21343,21343,136,345,349,36
21344,21344,14,295,299,45
21345,21345,90,237,239,26
21346,21346,136,349,352,52
21347,21347,93,230,232,17
21348,21348,127,159,160,17
21349,21349,67,284,284,6
21350,21350,9,227,230,29
21351,21351,86,229,229,5
21352,21352,20,380,380,10
21353,21353,86,229,229,6
21354,21354,32,281,281,16
21355,21355,22,345,346,12
21356,21356,36,374,374,4
21357,21357,53,706,707,30
21358,21358,147,308,310,21
21359,21359,46,1748,1748,2
21360,21360,86,229,231,17
21361,21361,49,930,931,9
21362,21362,126,289,293,34
21363,21363,26,504,505,19
21364,21364,84,356,356,1
21365,21365,73,232,233,16
21366,21366,3,290,291,40
21367,21367,80,336,336,11
21368,21368,105,588,591,31
21369,21369,11,307,312,42
21370,21370,40,326,332,55
21371,21371,85,198,204,44
21372,21372,31,269,270,37
21373,21373,138,213,215,22
21374,21374,112,248,250,27
21375,21375,79,129,133,42
21376,21376,22,346,348,30
21377,21377,137,313,316,31
21378,21378,125,325,327,23
21379,21379,36,374,374,6
21380,21380,83,395,398,41
21381,21381,127,160,160,10
21382,21382,95,332,333,17
21383,21383,46,1748,1752,30
21384,21384,21,207,207,4
21385,21385,109,1320,1320,9
21386,21386,53,707,709,24
21387,21387,136,352,354,26
21388,21388,136,354,354,8
21389,21389,3,291,291,8
21390,21390,138,215,216,12
21391,21391,117,189,190,15
21392,21392,25,427,427,7
21393,21393,103,579,579,3
21394,21394,12,196,196,12
21395,21395,28,189,189,6
21396,21396,99,287,288,24
21397,21397,119,274,276,30
21398,21398,81,258,259,11
21399,21399,76,241,243,16
21400,21400,10,278,278,16
21401,21401,130,431,431,9
21402,21402,150,371,373,30
21403,21403,72,206,207,23
21404,21404,59,278,278,7
21405,21405,101,1883,1883,11
21406,21406,5,163,164,9
21407,21407,58,330,331,9
21408,21408,111,289,290,14
21409,21409,80,336,340,58
21410,21410,101,1883,1884,13
21411,21411,67,284,284,9
21412,21412,42,270,274,29
21413,21413,114,385,387,44
21414,21414,9,230,232,38
21415,21415,110,280,280,14
21416,21416,119,276,277,17
21417,21417,43,328,329,13
21418,21418,1,130,131,31
21419,21419,108,2454,2457,58
21420,21420,63,232,236,63
21421,21421,62,206,206,1
21422,21422,108,2457,2458,10
21423,21423,26,505,505,9
21424,21424,109,1320,1321,22
21425,21425,86,231,231,17
21426,21426,89,227,229,59
21427,21427,108,2458,2458,6
21428,21428,72,207,208,16
21429,21429,4,154,154,11
21430,21430,16,189,190,15
21431,21431,32,281,282,24
21432,21432,56,184,187,28
21433,21433,45,132,132,9
21434,21434,97,531,535,35
21435,21435,144,315,315,15
21436,21436,19,206,207,25
21437,21437,113,231,232,13
21438,21438,121,244,245,33
21439,21439,73,233,233,14
21440,21440,96,328,333,41
21441,21441,136,354,355,16
21442,21442,123,278,278,3
21443,21443,86,231,236,49
21444,21444,123,278,279,21
21445,21445,74,515,517,22
21446,21446,132,385,387,17
21447,21447,47,398,400,42
21448,21448,145,350,351,15
21449,21449,139,184,184,1
21450,21450,23,438,439,36
21451,21451,53,709,711,26
21452,21452,99,288,289,19
21453,21453,71,246,246,16
21454,21454,11,312,312,8
21455,21455,93,232,233,21
21456,21456,2,258,258,11
21457,21457,71,246,246,18
21458,21458,82,333,336,49
21459,21459,97,535,535,18
21460,21460,147,310,310,4
21461,21461,114,387,388,11
21462,21462,53,711,713,39
21463,21463,8,232,232,8
21464,21464,123,279,280,10
21465,21465,96,333,335,32
21466,21466,50,379,379,5
21467,21467,123,280,281,13
21468,21468,2,258,258,10
21469,21469,134,235,237,15
21470,21470,50,379,379,7
21471,21471,36,374,375,12
21472,21472,59,278,285,57
21473,21473,60,214,218,35
21474,21474,18,229,230,25
21475,21475,98,305,306,15
21476,21476,26,505,505,18
21477,21477,77,373,374,44
21478,21478,148,335,337,20
21479,21479,4,154,154,10
21480,21480,132,387,387,18
21481,21481,27,277,278,30
21482,21482,128,231,234,26
21483,21483,18,230,230,19
21484,21484,54,436,437,14
21485,21485,11,312,312,6
21486,21486,11,312,312,13
21487,21487,89,229,231,22
21488,21488,5,164,165,8
21489,21489,109,1321,1322,14
21490,21490,144,315,315,1
21491,21491,82,336,342,49
21492,21492,92,347,348,23
21493,21493,78,419,420,14
21494,21494,1,131,131,9
21495,21495,95,333,333,13
21496,21496,78,420,421,38
21497,21497,119,277,277,5
21498,21498,85,204,206,18
21499,21499,128,234,235,19
21500,21500,100,346,348,25
21501,21501,46,1752,1752,2
21502,21502,143,257,257,9
21503,21503,100,348,348,7
21504,21504,84,356,362,49
21505,21505,112,250,251,15
21506,21506,37,220,222,16
21507,21507,137,316,318,24
21508,21508,51,823,827,51
21509,21509,135,252,253,16
21510,21510,94,392,393,27
21511,21511,50,379,382,63
21512,21512,60,218,219,12
21513,21513,107,1383,1383,13
21514,21514,147,310,310,2
21515,21515,35,221,227,55
21516,21516,147,310,317,53
21517,21517,136,355,357,20
21518,21518,75,184,186,22
21519,21519,78,421,425,32
21520,21520,102,1322,1324,32
21521,21521,95,333,334,13
21522,21522,143,257,258,16
21523,21523,36,375,375,9
21524,21524,114,388,390,42
21525,21525,5,165,165,2
21526,21526,16,190,190,14
21527,21527,63,236,239,53
21528,21528,55,969,970,13
21529,21529,28,189,189,7
21530,21530,39,237,244,51
21531,21531,5,165,165,6
21532,21532,77,374,376,54
21533,21533,101,1884,1887,29
21534,21534,44,246,247,27
21535,21535,86,236,239,26
21536,21536,95,334,337,30
21537,21537,94,393,395,17
21538,21538,64,455,456,26
21539,21539,81,259,260,23
21540,21540,125,327,328,22
21541,21541,60,219,224,56
21542,21542,132,387,387,10
21543,21543,20,380,386,48
21544,21544,145,351,355,42
21545,21545,125,328,331,26
21546,21546,49,931,937,64
21547,21547,24,395,395,11
21548,21548,33,197,197,17
21549,21549,118,303,306,51
21550,21550,57,168,169,24
21551,21551,74,517,518,28
21552,21552,138,216,216,21
21553,21553,95,337,340,26
21554,21554,124,254,255,21
21555,21555,10,278,279,14
21556,21556,35,227,229,49
21557,21557,135,253,254,10
21558,21558,142,133,133,18
21559,21559,66,230,233,25
21560,21560,21,207,207,5
21561,21561,28,189,190,14
21562,21562,104,690,690,10
21563,21563,30,370,371,22
21564,21564,29,216,217,11
21565,21565,14,299,299,8
21566,21566,55,970,970,7
21567,21567,59,285,286,23
21568,21568,131,226,227,13
21569,21569,149,222,222,12
21570,21570,134,237,237,8
21571,21571,119,277,279,17
21572,21572,110,280,280,4
21573,21573,8,232,232,8
21574,21574,112,251,252,17
21575,21575,8,232,232,6
21576,21576,133,244,246,29
21577,21577,2,258,262,30
21578,21578,9,232,237,41
21579,21579,4,154,154,12
21580,21580,96,335,335,9
21581,21581,89,231,232,11
21582,21582,85,206,207,13
21583,21583,74,518,520,53
21584,21584,14,299,300,16
21585,21585,118,306,311,37
21586,21586,2,262,265,31
21587,21587,104,690,695,45
21588,21588,44,247,253,43
21589,21589,71,246,250,41
21590,21590,132,387,387,10
21591,21591,75,186,189,26
21592,21592,144,315,318,26
21593,21593,106,1011,1012,50
21594,21594,96,335,339,33
21595,21595,66,233,233,11
21596,21596,53,713,713,23
21597,21597,54,437,438,11
21598,21598,58,331,332,13
21599,21599,147,317,317,5
21600,21600,120,215,223,60
21601,21601,131,227,233,53
21602,21602,67,284,286,19
21603,21603,55,970,971,23
21604,21604,108,2458,2458,11
21605,21605,105,591,592,19
21606,21606,73,233,234,13
21607,21607,99,289,290,17
21608,21608,25,427,430,29
21609,21609,132,387,388,16
21610,21610,81,260,266,48
21611,21611,109,1322,1327,54
21612,21612,97,535,535,9
21613,21613,80,340,342,21
21614,21614,35,229,230,18
21615,21615,56,187,189,25
21616,21616,81,266,267,12
21617,21617,146,180,181,12
21618,21618,137,318,318,10
21619,21619,94,395,396,16
21620,21620,40,332,333,12
21621,21621,3,291,292,9
21622,21622,73,234,235,18
21623,21623,95,340,341,12
21624,21624,126,293,293,23
21625,21625,99,290,291,14
21626,21626,149,222,227,37
21627,21627,59,286,287,18
21628,21628,60,224,225,11
21629,21629,82,342,348,59
21630,21630,80,342,343,18
21631,21631,25,430,431,47
21632,21632,58,332,332,6
21633,21633,14,300,300,15
21634,21634,71,250,252,22
21635,21635,55,971,973,21
21636,21636,9,237,237,14
21637,21637,56,189,189,10
21638,21638,136,357,358,16
21639,21639,40,333,334,17
21640,21640,71,252,253,35
21641,21641,70,261,261,21
21642,21642,13,374,375,22
21643,21643,95,341,342,20
21644,21644,90,239,242,40
21645,21645,24,395,396,13
21646,21646,23,439,442,53
21647,21647,61,127,128,8
21648,21648,95,342,343,26
21649,21649,38,308,311,39
21650,21650,134,237,237,12
21651,21651,71,253,255,18
21652,21652,71,255,255,1
21653,21653,12,196,197,22
21654,21654,36,375,375,8
21655,21655,88,289,294,60
21656,21656,101,1887,1888,15
21657,21657,71,255,255,18
21658,21658,93,233,233,13
21659,21659,141,118,118,4
21660,21660,79,133,138,38
21661,21661,125,331,332,13
21662,21662,58,332,334,41
21663,21663,127,160,161,27
21664,21664,66,233,235,22
21665,21665,71,255,256,18
21666,21666,85,207,213,47
21667,21667,57,169,171,21
21668,21668,68,406,407,9
21669,21669,59,287,289,28
21670,21670,147,317,317,7
21671,21671,26,505,505,24
21672,21672,5,165,165,6
21673,21673,125,332,335,23
21674,21674,136,358,363,52
21675,21675,25,431,432,23
21676,21676,100,348,349,15
21677,21677,39,244,245,13
21678,21678,40,334,334,11
21679,21679,149,227,229,38
21680,21680,143,258,260,23
21681,21681,93,233,234,30
21682,21682,100,349,352,31
21683,21683,29,217,217,20
21684,21684,22,348,355,56
21685,21685,26,505,509,37
21686,21686,61,128,128,5
21687,21687,61,128,130,17
21688,21688,71,256,257,25
21689,21689,1,131,133,19
21690,21690,122,337,338,18
21691,21691,14,300,304,31
21692,21692,90,242,243,32
21693,21693,78,425,425,5
21694,21694,33,197,197,9
21695,21695,103,579,586,59
21696,21696,22,355,356,13
21697,21697,142,133,133,21
21698,21698,40,334,335,40
21699,21699,69,110,111,11
21700,21700,81,267,270,28
21701,21701,44,253,253,8
21702,21702,61,130,131,12
21703,21703,7,238,239,20
21704,21704,71,257,260,29
21705,21705,104,695,696,24
21706,21706,122,338,340,18
21707,21707,9,237,240,32
21708,21708,3,292,295,37
21709,21709,54,438,439,13
21710,21710,131,233,235,16
21711,21711,70,261,261,4
21712,21712,127,161,162,11
21713,21713,18,230,230,17
21714,21714,94,396,398,16
21715,21715,135,254,254,5
21716,21716,128,235,238,31
21717,21717,94,398,398,20
21718,21718,110,280,285,54
21719,21719,73,235,235,10
21720,21720,76,243,244,10
21721,21721,37,222,222,5
21722,21722,57,171,171,7
21723,21723,22,356,357,15
21724,21724,59,289,289,13
21725,21725,45,132,132,7
21726,21726,114,390,392,27
21727,21727,16,190,190,21
21728,21728,14,304,304,9
21729,21729,35,230,230,6
21730,21730,84,362,363,14
21731,21731,118,311,312,56
21732,21732,68,407,407,12
21733,21733,35,230,230,7
21734,21734,109,1327,1329,27
21735,21735,40,335,337,48
21736,21736,64,456,456,7
21737,21737,100,352,353,15
21738,21738,19,207,211,53
21739,21739,84,363,367,55
21740,21740,91,286,288,24
21741,21741,121,245,250,37
21742,21742,6,206,209,51
21743,21743,56,189,190,21
21744,21744,8,232,232,9
21745,21745,136,363,363,7
21746,21746,110,285,285,19
21747,21747,3,295,295,5
21748,21748,137,318,320,34
21749,21749,21,207,209,18
21750,21750,118,312,314,45
21751,21751,63,239,240,26
21752,21752,97,535,537,31
21753,21753,108,2458,2461,25
21754,21754,99,291,293,25
21755,21755,138,216,217,10
21756,21756,49,937,938,14
21757,21757,65,344,344,14
21758,21758,75,189,189,8
21759,21759,13,375,378,25
21760,21760,90,243,246,25
21761,21761,17,322,323,36
21762,21762,78,425,425,2
21763,21763,6,209,213,52
21764,21764,121,250,253,30
21765,21765,73,235,235,6
21766,21766,6,213,220,53
21767,21767,88,294,300,46
21768,21768,26,509,510,14
21769,21769,39,245,248,50
21770,21770,79,138,139,13
21771,21771,36,375,377,56
21772,21772,28,190,190,7
21773,21773,107,1383,1389,50
21774,21774,77,376,376,15
21775,21775,26,510,511,36
21776,21776,46,1752,1757,52
21777,21777,98,306,307,28
21778,21778,149,229,230,12
21779,21779,97,537,537,10
21780,21780,27,278,279,16
21781,21781,144,318,318,17
21782,21782,25,432,437,47
21783,21783,148,337,345,57
21784,21784,26,511,511,10
21785,21785,17,323,328,36
21786,21786,24,396,397,22
21787,21787,2,265,265,2
21788,21788,118,314,319,36
21789,21789,54,439,444,40
21790,21790,143,260,261,27
21791,21791,135,254,254,12
21792,21792,41,289,290,13
21793,21793,101,1888,1888,12
21794,21794,94,398,401,27
21795,21795,65,344,347,22
21796,21796,39,248,251,44
21797,21797,39,251,252,22
21798,21798,109,1329,1331,20
21799,21799,103,586,594,62
21800,21800,107,1389,1390,9
21801,21801,125,335,335,5
21802,21802,121,253,258,57
21803,21803,18,230,230,8
21804,21804,138,217,217,6
21805,21805,13,378,378,1
21806,21806,5,165,166,17
21807,21807,139,184,185,13
21808,21808,76,244,246,24
21809,21809,7,239,239,12
21810,21810,131,235,242,53
21811,21811,2,265,267,17
21812,21812,144,318,319,12
21813,21813,112,252,253,19
21814,21814,89,232,233,17
21815,21815,5,166,167,19
21816,21816,78,425,427,22
21817,21817,100,353,353,5
21818,21818,50,382,383,19
21819,21819,136,363,368,54
21820,21820,137,320,320,18
21821,21821,67,286,286,6
21822,21822,81,270,276,41
21823,21823,75,189,192,46
21824,21824,72,208,209,15
21825,21825,31,270,270,6
21826,21826,81,276,276,12
21827,21827,65,347,348,41
21828,21828,35,230,231,10
21829,21829,13,378,378,11
21830,21830,2,267,271,58
21831,21831,82,348,349,20
21832,21832,140,104,104,8
21833,21833,30,371,379,56
21834,21834,145,355,356,36
21835,21835,126,293,296,24
21836,21836,94,401,404,24
21837,21837,24,397,398,14
21838,21838,23,442,444,37
21839,21839,117,190,191,18
21840,21840,46,1757,1757,12
21841,21841,85,213,213,9
21842,21842,125,335,336,23
21843,21843,30,379,379,12
21844,21844,124,255,258,51
21845,21845,83,398,400,20
21846,21846,22,357,357,17
21847,21847,14,304,305,18
21848,21848,83,400,400,10
21849,21849,150,373,374,19
21850,21850,92,348,349,16
21851,21851,23,444,444,10
21852,21852,89,233,235,19
21853,21853,131,242,242,9
21854,21854,69,111,113,17
21855,21855,131,242,242,10
21856,21856,3,295,296,15
21857,21857,118,319,325,56
21858,21858,40,337,341,45
21859,21859,36,377,377,15
21860,21860,91,288,288,10
21861,21861,105,592,594,16
21862,21862,102,1324,1324,10
21863,21863,36,377,380,31
21864,21864,121,258,258,24
21865,21865,36,380,380,18
21866,21866,17,328,328,7
21867,21867,147,317,317,3
21868,21868,12,197,198,13
21869,21869,137,320,320,8
21870,21870,97,537,538,31
21871,21871,51,827,827,27
21872,21872,27,279,281,38
21873,21873,109,1331,1332,17
21874,21874,44,253,255,17
21875,21875,17,328,328,10
21876,21876,88,300,301,45
21877,21877,54,444,444,16
21878,21878,17,328,328,10
21879,21879,136,368,373,56
21880,21880,114,392,398,48
21881,21881,114,398,398,6
21882,21882,76,246,247,10
21883,21883,3,296,296,1
21884,21884,23,444,447,25
21885,21885,12,198,199,25
21886,21886,108,2461,2462,11
21887,21887,69,113,114,43
21888,21888,63,240,241,12
21889,21889,39,252,254,46
21890,21890,114,398,398,13
21891,21891,90,246,247,31
21892,21892,50,383,384,14
21893,21893,45,132,133,9
21894,21894,51,827,827,2
21895,21895,13,378,379,44
21896,21896,113,232,232,13
21897,21897,96,339,341,26
21898,21898,145,356,356,5
21899,21899,48,1365,1367,26
21900,21900,12,199,200,32
21901,21901,134,237,240,24
21902,21902,46,1757,1757,14
21903,21903,34,179,179,16
21904,21904,49,938,939,12
21905,21905,104,696,697,20
21906,21906,19,211,212,16
21907,21907,147,317,318,13
21908,21908,118,325,326,23
21909,21909,58,334,335,38
21910,21910,2,271,274,31
21911,21911,67,286,286,14
21912,21912,14,305,306,12
21913,21913,47,400,404,37
21914,21914,24,398,401,22
21915,21915,74,520,525,49
21916,21916,24,401,401,15
21917,21917,147,318,319,13
21918,21918,147,319,320,13
21919,21919,129,358,358,4
21920,21920,126,296,296,5
21921,21921,98,307,310,27
21922,21922,59,289,289,8
21923,21923,51,827,830,21
21924,21924,145,356,357,10
21925,21925,59,289,293,39
21926,21926,130,431,431,12
21927,21927,127,162,163,11
21928,21928,110,285,288,50
21929,21929,150,374,375,9
21930,21930,64,456,457,14
21931,21931,11,312,314,28
21932,21932,18,230,230,1
21933,21933,127,163,163,18
21934,21934,124,258,260,15
21935,21935,117,191,192,13
21936,21936,147,320,320,3
21937,21937,126,296,297,16
21938,21938,120,223,227,29
21939,21939,100,353,353,11
21940,21940,89,235,236,11
21941,21941,35,231,233,20
21942,21942,93,234,235,15
21943,21943,25,437,438,23
21944,21944,17,328,330,26
21945,21945,114,398,398,4
21946,21946,149,230,230,24
21947,21947,119,279,279,8
21948,21948,16,190,192,47
21949,21949,126,297,298,15
21950,21950,85,213,213,9
21951,21951,82,349,350,11
21952,21952,7,239,242,41
21953,21953,42,274,275,16
21954,21954,73,235,236,11
21955,21955,58,335,338,36
21956,21956,101,1888,1889,14
21957,21957,122,340,342,21
21958,21958,71,260,263,25
21959,21959,139,185,190,38
21960,21960,114,398,399,32
21961,21961,21,209,209,8
21962,21962,15,118,119,10
21963,21963,83,400,402,48
21964,21964,26,511,511,16
21965,21965,14,306,308,17
21966,21966,14,308,308,18
21967,21967,59,293,295,32
21968,21968,62,206,207,15
21969,21969,42,275,278,32
21970,21970,150,375,375,6
21971,21971,24,401,401,15
21972,21972,92,349,350,23
21973,21973,111,290,291,38
21974,21974,97,538,542,42
21975,21975,127,163,163,10
21976,21976,28,190,192,23
21977,21977,25,438,439,18
21978,21978,57,171,172,22
21979,21979,99,293,294,20
21980,21980,40,341,342,25
21981,21981,123,281,288,54
21982,21982,81,276,277,13
21983,21983,95,343,344,14
21984,21984,144,319,319,4
21985,21985,88,301,307,54
21986,21986,120,227,228,10
21987,21987,50,384,387,37
21988,21988,19,212,215,49
21989,21989,116,300,305,39
21990,21990,63,241,243,20
21991,21991,119,279,279,5
21992,21992,89,236,237,11
21993,21993,32,282,283,18
21994,21994,91,288,288,7
21995,21995,136,373,374,15
21996,21996,44,255,255,11
21997,21997,94,404,405,24
21998,21998,108,2462,2462,5
21999,21999,68,407,408,22
22000,22000,67,286,287,49
22001,22001,92,350,356,47
22002,22002,139,190,193,45
22003,22003,80,343,344,18
22004,22004,127,163,164,20
22005,22005,12,200,201,38
22006,22006,86,239,242,44
22007,22007,135,254,254,19
22008,22008,95,344,345,25
22009,22009,89,237,238,17
22010,22010,36,380,381,15
22011,22011,26,511,512,16
22012,22012,123,288,288,10
22013,22013,95,345,347,37
22014,22014,147,320,320,8
22015,22015,15,119,119,13
22016,22016,74,525,526,14
22017,22017,89,238,239,12
22018,22018,121,258,260,26
22019,22019,43,329,329,5
22020,22020,10,279,284,46
22021,22021,55,973,973,5
22022,22022,126,298,298,10
22023,22023,143,261,261,15
22024,22024,142,133,133,13
22025,22025,97,542,543,14
22026,22026,26,512,514,17
22027,22027,5,167,167,3
22028,22028,89,239,240,18
22029,22029,131,242,244,16
22030,22030,12,201,202,20
22031,22031,107,1390,1396,50
22032,22032,71,263,264,20
22033,22033,73,236,237,14
22034,22034,76,247,247,14
22035,22035,97,543,543,2
22036,22036,50,387,387,14
22037,22037,3,296,296,7
22038,22038,64,457,457,7
22039,22039,49,939,940,13
22040,22040,30,379,380,22
22041,22041,64,457,458,15
22042,22042,11,314,314,4
22043,22043,4,154,158,37
22044,22044,82,350,351,15
22045,22045,55,973,974,15
22046,22046,41,290,293,55
22047,22047,84,367,367,3
22048,22048,95,347,351,57
22049,22049,147,320,322,28
22050,22050,85,213,213,8
22051,22051,60,225,225,15
22052,22052,148,345,346,17
22053,22053,61,131,133,16
22054,22054,7,242,242,7
22055,22055,92,356,358,59
22056,22056,68,408,409,20
22057,22057,82,351,351,3
22058,22058,124,260,261,12
22059,22059,31,270,271,13
22060,22060,106,1012,1014,51
22061,22061,14,308,311,26
22062,22062,99,294,295,23
22063,22063,69,114,115,17
22064,22064,130,431,436,52
22065,22065,81,277,277,7
22066,22066,141,118,118,1
22067,22067,95,351,354,31
22068,22068,148,346,346,14
22069,22069,46,1757,1762,65
22070,22070,24,401,402,17
22071,22071,36,381,384,54
22072,22072,8,232,233,19
22073,22073,78,427,427,8
22074,22074,41,293,293,23
22075,22075,48,1367,1367,4
22076,22076,102,1324,1326,31
22077,22077,23,447,450,39
22078,22078,9,240,245,47
22079,22079,16,192,192,17
22080,22080,97,543,546,26
22081,22081,132,388,390,21
22082,22082,93,235,235,11
22083,22083,95,354,354,3
22084,22084,97,546,549,21
22085,22085,26,514,517,34
22086,22086,117,192,193,19
22087,22087,95,354,354,11
22088,22088,44,255,255,5
22089,22089,99,295,296,25
22090,22090,89,240,241,8
22091,22091,9,245,245,7
22092,22092,84,367,369,29
22093,22093,119,279,282,29
22094,22094,100,353,353,14
22095,22095,124,261,262,23
22096,22096,35,233,233,11
22097,22097,140,104,104,3
22098,22098,111,291,292,16
22099,22099,14,311,311,11
22100,22100,23,450,451,18
22101,22101,37,222,226,32
22102,22102,28,192,192,8
22103,22103,136,374,376,20
22104,22104,23,451,453,44
22105,22105,70,261,263,36
22106,22106,62,207,207,9
22107,22107,74,526,526,10
22108,22108,135,254,254,15
22109,22109,137,320,320,15
22110,22110,64,458,459,12
22111,22111,101,1889,1891,18
22112,22112,98,310,313,45
22113,22113,4,158,158,6
22114,22114,145,357,358,18
22115,22115,26,517,518,20
22116,22116,49,940,940,4
22117,22117,4,158,158,5
22118,22118,44,255,258,39
22119,22119,97,549,549,2
22120,22120,58,338,339,20
22121,22121,111,292,294,17
22122,22122,139,193,199,50
22123,22123,134,240,241,19
22124,22124,67,287,292,49
22125,22125,26,518,519,15
22126,22126,41,293,294,14
22127,22127,117,193,194,13
22128,22128,89,241,242,58
22129,22129,25,439,441,41
22130,22130,108,2462,2462,9
22131,22131,89,242,243,33
22132,22132,92,358,364,55
22133,22133,38,311,315,58
22134,22134,56,190,190,24
22135,22135,81,277,277,8
22136,22136,10,284,289,54
22137,22137,103,594,598,54
22138,22138,64,459,463,44
22139,22139,124,262,264,22
22140,22140,99,296,300,46
22141,22141,91,288,292,36
22142,22142,110,288,294,46
22143,22143,108,2462,2464,21
22144,22144,21,209,210,18
22145,22145,47,404,405,19
22146,22146,75,192,192,16
22147,22147,132,390,390,10
22148,22148,73,237,238,16
22149,22149,35,233,236,27
22150,22150,126,298,298,8
22151,22151,72,209,217,58
22152,22152,28,192,192,16
22153,22153,66,235,235,5
22154,22154,129,358,359,20
22155,22155,132,390,390,10
22156,22156,117,194,195,23
22157,22157,27,281,283,14
22158,22158,17,330,330,5
22159,22159,58,339,339,7
22160,22160,64,463,463,8
22161,22161,110,294,294,17
22162,22162,84,369,370,24
22163,22163,75,192,194,16
22164,22164,147,322,325,30
22165,22165,108,2464,2466,31
22166,22166,80,344,348,57
22167,22167,95,354,355,8
22168,22168,136,376,378,22
22169,22169,78,427,428,23
22170,22170,1,133,133,4
22171,22171,64,463,465,22
22172,22172,138,217,217,11
22173,22173,11,314,315,15
22174,22174,18,230,231,15
22175,22175,89,243,243,1
22176,22176,119,282,283,26
22177,22177,59,295,297,24
22178,22178,93,235,239,29
22179,22179,89,243,244,19
22180,22180,26,519,520,28
22181,22181,8,233,234,23
22182,22182,101,1891,1892,14
22183,22183,99,300,302,17
22184,22184,114,399,399,1
22185,22185,74,526,533,55
22186,22186,118,326,328,27
22187,22187,58,339,340,13
22188,22188,78,428,429,29
22189,22189,65,348,349,21
22190,22190,78,429,430,11
22191,22191,18,231,233,28
22192,22192,31,271,274,32
22193,22193,3,296,296,7
22194,22194,133,246,246,14
22195,22195,31,274,278,33
22196,22196,59,297,297,18
22197,22197,148,346,346,22
22198,22198,17,330,332,17
22199,22199,65,349,350,53
22200,22200,17,332,332,6
22201,22201,77,376,379,62
22202,22202,43,329,329,7
22203,22203,26,520,521,18
22204,22204,17,332,333,18
22205,22205,110,294,294,5
22206,22206,120,228,228,14
22207,22207,127,164,164,22
22208,22208,18,233,235,23
22209,22209,141,118,119,10
22210,22210,92,364,366,21
22211,22211,109,1332,1333,12
22212,22212,71,264,264,3
22213,22213,125,336,338,26
22214,22214,132,390,390,15
22215,22215,34,179,179,19
22216,22216,71,264,264,7
22217,22217,137,320,322,16
22218,22218,25,441,445,35
22219,22219,2,274,275,12
22220,22220,1,133,134,13
22221,22221,92,366,368,39
22222,22222,109,1333,1334,22
22223,22223,5,167,169,18
22224,22224,95,355,356,10
22225,22225,137,322,324,26
22226,22226,46,1762,1763,17
22227,22227,85,213,213,9
22228,22228,99,302,303,23
22229,22229,23,453,456,30
22230,22230,145,358,360,17
22231,22231,26,521,521,11
22232,22232,132,390,391,21
22233,22233,129,359,366,49
22234,22234,73,238,238,1
22235,22235,110,294,298,53
22236,22236,37,226,226,21
22237,22237,84,370,372,21
22238,22238,84,372,373,13
22239,22239,100,353,355,20
22240,22240,130,436,437,14
22241,22241,119,283,283,2
22242,22242,72,217,220,28
22243,22243,69,115,116,8
22244,22244,119,283,286,55
22245,22245,149,230,232,47
22246,22246,14,311,311,5
22247,22247,42,278,278,4
22248,22248,137,324,326,25
22249,22249,43,329,331,39
22250,22250,96,341,346,35
22251,22251,97,549,549,10
22252,22252,118,328,331,47
22253,22253,70,263,266,42
22254,22254,29,217,219,21
22255,22255,131,244,246,19
22256,22256,150,375,375,14
22257,22257,94,405,408,26
22258,22258,25,445,452,48
22259,22259,77,379,382,42
22260,22260,80,348,349,20
22261,22261,22,357,357,10
22262,22262,146,181,181,2
22263,22263,3,296,300,40
22264,22264,7,242,243,19
22265,22265,109,1334,1334,12
22266,22266,15,119,119,13
22267,22267,116,305,307,16
22268,22268,82,351,353,57
22269,22269,38,315,316,43
22270,22270,47,405,407,45
22271,22271,75,194,194,4
22272,22272,97,549,550,9
22273,22273,36,384,384,5
22274,22274,32,283,283,8
22275,22275,92,368,371,39
22276,22276,77,382,382,8
22277,22277,82,353,361,60
22278,22278,143,261,262,15
22279,22279,64,465,468,37
22280,22280,67,292,292,15
22281,22281,59,297,300,25
22282,22282,76,247,250,26
22283,22283,148,346,346,13
22284,22284,35,236,242,59
22285,22285,26,521,521,8
22286,22286,78,430,435,36
22287,22287,85,213,213,3
22288,22288,48,1367,1368,14
22289,22289,97,550,550,3
22290,22290,96,346,346,8
22291,22291,127,164,164,4
22292,22292,105,594,594,14
22293,22293,103,598,606,61
22294,22294,104,697,698,27
22295,22295,141,119,121,20
22296,22296,98,313,314,12
22297,22297,27,283,284,42
22298,22298,116,307,308,26
22299,22299,96,346,348,23
22300,22300,46,1763,1763,12
22301,22301,86,242,244,34
22302,22302,64,468,469,15
22303,22303,51,830,831,16
22304,22304,52,876,877,13
22305,22305,23,456,457,11
22306,22306,5,169,170,15
22307,22307,90,247,251,32
22308,22308,74,533,535,45
22309,22309,82,361,365,62
22310,22310,29,219,220,15
22311,22311,90,251,255,34
22312,22312,20,386,389,58
22313,22313,73,238,239,18
22314,22314,148,346,348,58
22315,22315,89,244,245,13
22316,22316,95,356,357,21
22317,22317,97,550,553,25
22318,22318,13,379,380,22
22319,22319,36,384,385,15
22320,22320,18,235,236,13
22321,22321,89,245,247,16
22322,22322,71,264,264,11
